1;0;3857.00;11.67;675.00;0.00;0.48
2;0;3293.00;9.70;1908.00;0.00;0.36
3;0;2832.00;9.70;348.00;0.00;0.40
4;0;1035.00;15.05;430.00;0.00;0.72
5;0;1766.00;11.70;63.00;0.00;1.44
6;0;3943.00;9.70;1509.00;0.00;0.52
7;0;3326.00;10.15;654.00;0.00;0.48
8;0;908.00;9.70;1691.00;0.00;0.20
9;0;2766.00;9.70;2455.00;0.00;0.52
10;0;81.00;10.60;3000.00;0.00;0.80
11;0;3473.00;9.70;1088.00;0.00;0.48
13;0;2509.00;9.95;1401.00;0.00;0.36
14;0;2708.00;9.80;1408.00;0.00;0.40
15;0;993.00;11.05;783.00;0.00;0.44
16;0;2896.00;9.70;2883.00;0.00;0.72
17;0;3030.00;9.70;1342.00;0.00;0.32
18;0;3860.00;9.70;2612.00;0.00;0.84
19;0;2814.00;9.70;2749.00;0.00;0.52
20;0;3533.00;11.67;53.00;0.00;0.72
21;0;3031.00;11.52;511.00;0.00;0.36
22;0;3467.00;12.45;813.00;0.00;0.40
23;0;1733.00;9.70;2102.00;0.00;0.56
24;0;3303.00;9.70;2642.00;0.00;1.32
25;0;1649.00;11.20;1131.00;0.00;0.20
26;0;3935.00;9.70;2334.00;0.00;0.84
27;0;2977.00;9.70;2067.00;0.00;0.32
28;0;1793.00;9.70;1730.00;0.00;0.20
29;0;3249.00;9.70;2612.00;0.00;0.84
30;0;1564.00;10.32;2045.00;0.00;0.56
31;0;3231.00;9.70;2217.00;0.00;0.48
32;0;2552.00;9.70;2608.00;0.00;0.68
33;0;3109.00;13.47;753.00;0.00;0.48
34;0;3220.00;11.22;480.00;0.00;0.84
35;0;1460.00;10.80;1307.00;0.00;0.44
36;0;2826.00;9.70;1509.00;0.00;0.52
37;0;2312.00;9.70;2663.00;0.00;1.00
38;0;4042.00;9.70;906.00;0.00;0.48
39;0;2631.00;9.70;1310.00;0.00;0.32
40;0;2683.00;9.70;1723.00;0.00;0.44
41;0;1474.00;12.37;651.00;0.00;0.40
42;0;2375.00;10.17;2819.00;0.00;1.24
43;0;785.00;9.70;1708.00;0.00;0.32
44;0;3375.00;11.80;83.00;0.00;0.88
45;0;2997.00;9.70;2328.00;0.00;0.44
46;0;2900.00;13.37;255.00;0.00;0.84
47;0;3889.00;9.70;707.00;0.00;0.52
48;0;3644.00;9.70;1867.00;0.00;0.40
49;0;3429.00;9.70;2493.00;0.00;0.72
50;0;1924.00;13.85;2619.00;0.00;0.76
51;0;2771.00;9.90;2743.00;0.00;0.52
52;0;3410.00;9.70;1818.00;0.00;0.48
53;0;4090.00;9.70;1291.00;0.00;0.28
54;0;3537.00;9.70;2445.00;0.00;0.96
55;0;2808.00;9.70;1306.00;0.00;0.24
56;0;3968.00;9.70;2114.00;0.00;0.48
57;0;1136.00;9.70;1648.00;0.00;0.28
58;0;3885.00;9.70;2766.00;0.00;1.44
59;0;2456.00;9.70;2607.00;0.00;0.96
60;0;3081.00;9.70;2332.00;0.00;0.44
61;0;1946.00;11.77;1382.00;0.00;0.24
62;0;3472.00;11.50;68.00;0.00;0.80
63;0;4052.00;9.70;2151.00;0.00;0.60
64;0;2277.00;9.70;1481.00;0.00;0.36
65;0;1405.00;9.70;1457.00;0.00;0.36
66;0;2907.00;9.70;1358.00;0.00;0.44
67;0;3356.00;10.80;1100.00;0.00;0.48
68;0;2395.00;9.70;1108.00;0.00;0.36
69;0;1151.00;9.92;86.00;0.00;4.68
70;0;1188.00;9.70;1427.00;0.00;0.40
71;0;2694.00;9.95;2661.00;0.00;0.44
72;0;2899.00;9.70;1484.00;0.00;0.24
73;0;1317.00;9.70;1522.00;0.00;0.40
74;0;2674.00;9.70;1956.00;0.00;0.36
75;0;2115.00;11.30;2871.00;0.00;1.04
76;0;895.00;9.70;1624.00;0.00;0.28
77;0;1136.00;12.60;748.00;0.00;0.68
78;0;2287.00;10.90;2825.00;0.00;1.12
79;0;3200.00;11.07;518.00;0.00;0.88
80;0;2728.00;9.70;1591.00;0.00;0.36
81;0;1662.00;9.70;1642.00;0.00;0.28
82;0;2441.00;9.70;1749.00;0.00;0.32
83;0;2493.00;12.97;1305.00;0.00;0.32
